"","klasifikasi","score","text"
"1734","Netral",0,"bu x xf ko"
"1735","Netral",0,"good aasi"
"1736","Netral",0," daya"
"1737","Negatif",-2,"cukuik  grulegram    bentuk anyaan datersaman  terjawab  sangay  terimakasih"
"1738","Netral",0,"  mudah  fiturnya menarik  mudah  airan  to  berinvestasi"
"1739","Netral",0,"  i aasi    kendala a lancar  cukulas"
"1740","Netral",0," "
"1741","Netral",0," error wkwkwk"
"1742","Positif",3,"aasinya bagus kom  berkualitas yananya  bagus semogah bs  tingkatkan lg kinerjanya trims"
"1743","Positif",1,"cocok nih     belajar investasi    k aja"
"1744","Netral",0,"nice"
"1745","Netral",0," tambahan nya donk masukan reksadana an tetaau obligasi syailendra an "
"1746","Positif",1,"beruntung banget dah"
"1747","Positif",1,"keren"
"1748","Positif",2,"pelayanan customer bibit mantanget resnya cesekalii mantaat yg  investasi la taakut bodong bibit solusinya terjamin aman"
"1749","Netral",0,"good"
"1750","Positif",1,"aasi nya  bermanfaat ðÿ"
"1751","Negatif",-1,"kenaasinya susah  buka  o bawaan nya"
"1752","Positif",1,"investasi  bagus   membantu   la"
"1753","Positif",1,"aasinya bagus"
"1754","Positif",1,"aasi  bermanfaat"
"1755","Positif",1,"bagus"
"1756","Positif",1,"cocok  investasi la"
"1757","Negatif",-2,"aasinya ga  dibuka min pas ue  ga bosa dibuka gimana nih investasi ku"
"1758","Netral",0,"semoga membantu keuangan keluarga"
"1759","Positif",1,"investasi  mudah  aman"
"1760","Netral",0,"the best"
"1761","Netral",0," la  mudah  investerus berkembang   "
"1762","Positif",4,"  investigasi  bibit biaya terjangkau im terga nunggu aagi  berfikir lamaâ  mu   maju fass resdari bibit  inggin   rekomendasi banget     berinvestasi taagu bibit solusinya   la"
"1763","Netral",0,"bagus gila"
"1764","Positif",1,"bibit  membantu ku mengelola keuangan  membantuku   investasi  la   takut  gak aya tuudh buktikan  dongg  duitnya abis  jajan wkwk oiyaa   dacashback k  i kode referral womensaham selamat berinvestasi âœâœ"
"1765","Positif",3,"  bibit bermanfaat   da sei     berinvestasi  dana   ramah dikantong"
"1766","Netral",0,"oke mantelama "
"1767","Positif",1," bagus  la"
"1768","Netral",0,"baguss"
"1769","Netral",0,"aasinya suka ngehangkadang gak   buka sam "
"1770","Positif",1,"aasi  bagus    membantu   menabung  ayarannya lancar  cs nya fast ressaya sukaa"
"1771","Positif",1,"sungguh membantu tetaaya  la   mengerti"
"1772","Netral",0,"siklan"
"1773","Netral",0,"mantap"
"1774","Positif",2,"aasi keren ðÿ edukatif"
"1775","Netral",0,"kelasszzz"
"1776","Netral",0,"mantatul"
"1777","Netral",0,"mantap"
"1778","Negatif",-1,"ayo    join     inves  bagus    ga  ragu  download  isikan kode referral ikamuda  dacashback k"
"1779","Netral",0,"oke"
"1780","Netral",0,"ok ahankan tingkat keamanan"
"1781","Netral",0,"teminvestasiku yg ng terayaa"
"1782","Netral",0,"aa  membantu"
"1783","Netral",0,"bagus  investasi  diawasi ojk  resikonya   rendah user interfacenya  simdan mudah dimi  aasinya   informasi  investasi  "
"1784","Netral",0,"mantasangat membantu    menabung min"
"1785","Netral",0,"kaya tuyul"
"1786","Netral",0,"teraya"
"1787","Netral",0,"aasi bagusaman  investasi"
"1788","Positif",2,"aasinya bagus  rekomendasi    investasi pke bibit aja"
"1789","Positif",1,"aasi yg bagus   recomendedðÿš"
"1790","Positif",5,"aasi bibit bagus  nabung jangka ang    emergency   ratingnya  kasih bintang   es airannya    butuhnya   darurat banget kondisinya   r x kali  nabung dana daruratðÿ"
"1791","Positif",5,"semoga bermanfaat   diandalkan aasi  ue  kualitas aasi  terbaru ya terima kasih google play store ðÿ"
"1792","Netral",0," cona"
"1793","Netral",0," recommended   investasi"
"1794","Positif",2," bagus semoga maju "
"1795","Netral",0," disarankan investasi  bibit udah  minggu   ualan reksadana samsekarang   dicairkan"
"1796","Positif",1,"pengajuan jual  beli   kalo  costumer  butuh dananya  buy  nunggu   kerja  cair  dana gk seberadi aebelah   buy   cair mohon  aiki"
"1797","Netral",0,"menarik "
"1798","Positif",10,"ani  bagus  mudah    ani  cocok  la sei        menginvestasi rb  r uang  semoga untung    la  ama kali investasi  bibit  rekomendasikan h  r uang     r uang resiko ruginya  rendah  banding investasi saham  resiko ruginya    terima kasih "
"1799","Positif",1,"bagus aasinya friendly use ðÿðÿ"
"1800","Netral",0,"good"
"1801","Netral",0,"  mudah"
"1802","Netral",0,"catujuan investasi  bibit"
"1803","Positif",3,"   aasi  alhamdulilah cukuas  nabung dana cadangan kasih  bintang "
"1804","Netral",0,"cukuik  inves"
"1805","Negatif",-1,"auda  lemot"
"1806","Netral",0,"mantap"
"1807","Netral",0,"to"
"1808","Positif",2,"bibit ng   simuang alternatif bank cocok   anti biaya admin bulanan bank   cocok    mementingkan return"
"1809","Positif",1,"keren nih mantap"
"1810","Negatif",-1,"mudah gk ribet  simple joss  bibit sllu  hati ðÿ"
"1811","Positif",1,"aasi yg  bagus  la trading   ðÿ"
"1812","Positif",1,"aasinya bagus   mencari cuan  investasi âœœ"
"1813","Positif",2,"recomended overall bagus  mudah   fiturnya  ditambah "
"1814","Netral",0,"males   oror"
"1815","Positif",1," cocok  la  nya"
"1816","Netral",0,"i liket âïðÿ"
"1817","Positif",2,"aasi bibit bagus banget  lajar aa mudah  mi   men daftar  code ferdi biar  menabung    cs nya  cerespon"
"1818","Positif",1,"sengat bagus"
"1819","Netral",0,"bibit  han aasi  teuntuk  investasi reksadana"
"1820","Netral",0,"  coba moga aja berkah"
"1821","Positif",1," waran sr stockbit  bibit masuk  tahagistrasi  han bank taang muncul   bank   bibit   daftar  bank  bank  tersedia    uangnya       bertransaksi sr lacs solusinya    bank ditaman  stockbit   stockbit  muncul bca  ga  i bca  namanya  solusi payah"
"1822","Negatif",-1,"spam iklan  muncul    detik mengesalkan"
"1823","Netral",0,"the bestðÿ"
"1824","Netral",0,"membantu   investor la   belajar investasi"
"1825","Netral",0," coba  "
"1826","Positif",1,"aya bagus pake kode referal mu yaaðÿ juvdogv"
"1827","Netral",0,"good"
"1828","Positif",1,"  bikin kaya"
"1829","Positif",1,"keren  investasi  "
"1830","Netral",0,"n joo nccncnnxnxxðÿ d dtksixnxp"
"1831","Negatif",-1,"salah  aasi   aya   and rekomended ðÿ"
"1832","Negatif",-1,"investasi yg teutk  tua"
"1833","Negatif",-2," membantu merencanakan tujuan financial   terarah"
"1834","Netral",0,"suka"
"1835","Positif",1,"rekomendasi bngt   menabung"
"1836","Positif",1,"bagus"
"1837","Positif",2,"aasi reksadana terbaik kode referral ndatau   gratis"
"1838","Positif",4,"bibir sebenernya aasi bagus cuman  tiakali habis buka bibit  buka  loading  gak masuk semoga aasi nya    benerin kalo  oke  kasih bintang  lg"
"1839","Positif",2,"selebihnya bagus    solusi  anak muda   menyisihkan uangnya  diinvestasikan    yg konsumtif beli     beli   "
"1840","Netral",0,"joosss mantull"
"1841","Positif",1,"bagus"
"1842","Positif",1,"  tdk menemukan kendala yg     investasi reksadana  bibit"
"1843","Netral",0,"ok"
"1844","Netral",0,""
"1845","Netral",0,"semoga long last ni app"
"1846","Positif",1,"aasi bibit  bagus  membantu  dekita belajar menabung"
"1847","Netral",0,"praktis   informatif"
"1848","Netral",0,""
"1849","Positif",1,"q dah  bln  alhamdulillah good job res"
"1850","Positif",1,"berguna  bermanfaat"
"1851","Positif",1,"mantab"
"1852","Positif",1,"hallo develo  aasi bibit  investasi reksadana       berguna    pengguna smarte android terimakasih ðÿðÿ"
"1853","Positif",1,"  nyk bibit   mnabung  reksadana resiko trendahmakasih bibit"
"1854","Positif",1,"gk bgt   serba   invest samrikan  amdahh cukukli aja"
"1855","Netral",0,"ayo bergabung  kode  adh ðÿª"
"1856","Netral",0,"salah  aasi investasi terbaik yg  tau"
"1857","Netral",0,"nice"
"1858","Netral",0,"verywell"
"1859","Netral",0,"investasi terbagus"
"1860","Positif",1,"bagus"
"1861","Netral",0,"mantap"
"1862","Positif",1,"aman teraya"
"1863","Netral",0,"keren sih bibit membatu bnget"
"1864","Positif",1,"bagus  torkotop"
"1865","Positif",1," bermanfaat  menabung jaka ang"
"1866","Netral",0,"very a good"
"1867","Netral",0,"mudah  membantu la  mengerti  reksadana"
"1868","Netral",0,"good"
"1869","Netral",0,"ok"
"1870","Netral",0,"ok"
"1871","Positif",1,"mantamoga  konsisten menabung"
"1872","Netral",0,"simuntuk la sei sy"
"1873","Positif",2,"aasi  bagus  temuntuk menabung  mendaan keuntungan  menabung "
"1874","Positif",1,"slalu  akses data  menerus takbisa  unakan  bermanfaat"
"1875","Positif",1,"semoga   tiiikemudian   bibit teta  investasi terbaik  indonesia joss ðÿš"
"1876","Positif",1,"mudah mudahan   komitmen  bibitdan bobit  enak  ribet"
"1877","Netral",0,"mudah  det  withdraw mudah  cehan "
"1878","Netral",0,"bagus gak ribet"
"1879","Netral",0,"mantap"
"1880","Netral",0,"so far is so good"
"1881","Netral",0,"aasi   dibuka  android sistem webview  diinstal    instal  ue aasi android sistem webview   clear cache  restart  mohon aasinya diaiki"
"1882","Netral",0," mudah  investasi reksadana la"
"1883","Netral",0,"ok"
"1884","Netral",0,"bibit yes stockbit no"
"1885","Negatif",-1,"bismillahmakasih   kemudahannya  harasa     mengutamakan costumer trust ya"
"1886","Netral",0,"mntap"
"1887","Positif",1,"tolong  ayaran  saldo dana"
"1888","Netral",0,"mudah gunaannya"
"1889","Positif",1," suka  nabung  bibit  aman    aya"
"1890","Netral",0,"good"
"1891","Netral",0,"its good"
"1892","Netral",0,"ðÿðÿ"
"1893","Positif",1,"bagus minðÿ"
"1894","Positif",1,"bintang  bicara"
"1895","Positif",2,"aasi    bagus  enak   donwlod"
"1896","Positif",1,"bagus"
"1897","Negatif",-1," memotivasi   kebiasaan "
"1898","Positif",1,"bagus"
"1899","Positif",2,"slm   aman  nyaman  semoga gk  kendala"
"1900","Netral",0," daan i dollar hahaa"
"1901","Netral",0," coba"
"1902","Netral",0,"gak  masukin iklan  hg aja"
"1903","Netral",0,"good"
"1904","Netral",0,"mantah ni aasi"
"1905","Positif",1,"bagus  rajin nabung kejar cinta cinta"
"1906","Positif",1," bagus"
"1907","Netral",0,"semoga lancar "
"1908","Negatif",-3," buka aasi bibit terkadang ga  langsung kebuka loading  sh screen  bergerak  halaman isi pin"
"1909","Netral",0,"ok"
"1910","Netral",0,"mntap"
"1911","Netral",0,"ayo install bibit   dacashback k  code reveral givee"
"1912","Negatif",-1,"jelekairan lamadana   cairkan berkurang bayak samekening "
"1913","Positif",1,"oke banget"
"1914","Netral",0,"okelah"
"1915","Netral",0,"yok  yokk dagiveway saldoo ðÿ"
"1916","Netral",0,"mantap"
"1917","Netral",0," la   download  i kode referral  armyborahae"
"1918","Netral",0,"semoga     jualbeli saham  manual   han i  natnya"
"1919","Positif",1,"  dacashback   kode referal kodeayo tananda k ya guys lumayan  nambah uang invest "
"1920","Netral",0,"mantapp"
"1921","Netral",0," membantu  investor la"
"1922","Netral",0,"asli airan ny   kerja libu gk  hitung ngajuin jual    hri mendingan invest yg  sebelah ajs cecair kadimana dr pd bibi asli  ulit"
"1923","Netral",0," haraanah samelamanya"
"1924","Netral",0,"cukugus   la ðÿ"
"1925","Positif",1,"memudahkan   aturan keuangantrmks bibitðÿ"
"1926","Negatif",-1,"tolong hapuskan data   masukkan data lengkap  gabisa buka"
"1927","Netral",0,"  "
"1928","Positif",1,"bagus"
"1929","Netral",0,"ok"
"1930","Positif",1,"bagus"
"1931","Netral",0,"mantap"
"1932","Positif",1," bagus  la  pns  kemenkumham  a investasi reksadana saham  bibit  biaya nikah beli rumah  dobel iun   investasi  bibit dahadiah r masukan kode invesuspas"
"1933","Netral",0,"ðÿ"
"1934","Positif",4,"  a rekening bang   a  rekeni akun dana  tolong   daftar i akun dana    kasih bintang "
"1935","Netral",0,"mantap"
"1936","Positif",1,"pencairannya  banget"
"1937","Positif",1,"aasi yg  bagus"
"1938","Positif",2,"cegam kualitas aasi nya bagus"
"1939","Positif",1," bagus  dijadikan ve income tambahan"
"1940","Positif",1,"alhamdulillah   investasi jugawalaudikitlama   bukitthanks bibit"
"1941","Netral",0,"mantap"
"1942","Netral",0," mudah    la"
"1943","Netral",0,"aasi  mudah  investasi"
"1944","Netral",0," ngejual    ninggal  ribuu"
"1945","Netral",0,"great"
"1946","Positif",1,"tabungan  menguntungkan"
"1947","Positif",5," download udh ngisi dana taiaka bibit ngelag   jaringan stabil  restart  bs masausti restars  biar masuk tolong diaiki aasinya kl sdh bagus   bintang"
"1948","Positif",1,"keren"
"1949","Netral",0,"belajar"
"1950","Positif",1,"tolong tambahkan han nabung rutin   godan bank jago sei contohnya  linkaja dana ovo   bank bri  bni"
"1951","Negatif",-1,"yok   gabung  luasukan kode  ya rajinyukk"
"1952","Netral",0,"bibit  mantap"
"1953","Positif",2,"pake kode refferal syahrosya  dak ama  ngira gabisa invest k taas dimi  setiaoduk nominal invest  beda tahe best   la  r uang aja tainim k resiko  rendah"
"1954","Netral",0,"mantap"
"1955","Positif",2," rekomendasi  kalangan muda yg  investasi"
"1956","Netral",0,"mantappp"
"1957","Netral",0,"tetansisten ðÿ"
"1958","Netral",0,"aasi saham yg mudah  teraya"
"1959","Positif",1," aman"
"1960","Negatif",-1,"bibit tolong  aiki yah  susah  buka aasinya jaringan normal"
"1961","Positif",3,"aasi najis beli es  jual es  untung nggk mending tabungin uangnya  bank   kaya one aset beli cejual realtime menit   saldo masuk"
"1962","Positif",1,"mantavestasi ng aman  la"
"1963","Netral",0,"nice app"
"1964","Positif",1,"bagus"
"1965","Netral",0,"diac zsw fc dd uu"
"1966","Netral",0,"  jadikan temberinvestasi  menabung"
"1967","Netral",0,"semoga   berkembang"
"1968","Positif",1," bermanfaat  "
"1969","Netral",0,"ok"
"1970","Positif",1,"bagus"
"1971","Positif",1," coba jd  ksih  bintang dlu"
"1972","Positif",3,"aasi  bener memudahkan  investor   berinventasi agi toolsnya yg   ani cocok banget  la"
"1973","Netral",0,"mantap"
"1974","Positif",1,"bibit  aman"
"1975","Netral",0,"mantap"
"1976","Positif",1,"   logout dr bibit krn ormanya  h skrg udah keren   lg ðÿ"
"1977","Negatif",-1,"aasi   menguntungkandan mudah    laga ribet knya sumantaaaaðÿðÿ"
"1978","Netral",0,"kerenn siii aslii   tau   bibit  reksadana usdðÿðÿ  berkembang    terbaik yaa bibit the bestttt oh ya kalo  tambahin tema efek gitu  minðÿ biar keliatan keren ga san aja dashboard nyaðÿðÿ"
"1979","Netral",0,"cs nya resif   solve"
"1980","Positif",1," bagus"
"1981","Netral",0,"utk la aasi   "
"1982","Netral",0,""
"1983","Netral",0,"bibit kerenn pakai kode referal kitaterde gak  k  cashback sd rb  nambah modal investasi ama yuk gess"
"1984","Netral",0,"bajar menabung"
"1985","Positif",1," bagus  la"
"1986","Positif",1,"aasi nya keren"
"1987","Positif",1,"   bonus sy"
"1988","Positif",4," bagus nabung    butuh dana terdesak es airan dananya lumayan "
"1989","Positif",1,"bagus"
"1990","Negatif",-1," mb taasinya berat hufft"
"1991","Positif",1," bagus"
"1992","Positif",1,"manta aasi invest  la  investasi aman  membeli obligasi   luakai kode referal  bitdisc   dijamin  terussss "
"1993","Netral",0," rajin nabung  kenal bibit  mksih bibit"
"1994","Netral",0,"terimakasih bibit"
"1995","Netral",0,"oke bingit"
"1996","Positif",1,"aasi investasi reksadana recom  fitur  tamn  mudah  mi"
"1997","Netral",0,"cobak mencoba blm tau  kedeya kayak asdh  bln yaa gituâ aja"
"1998","Netral",0,"mantap"
"1999","Positif",1," fitur  bayar  indomaret  biar cegak    atm   biar uang receh bekas kembalian  langsung inves bibit  indomaret"
"2000","Positif",1,"aasi bagus  membantu  investor la sei "
"2001","Positif",2,"aasi nya bagus banget    belajar menabung elasannya  mudah dimi trus cs nya fast res ayaran nya mudah  ce"
"2002","Netral",0,"oke"
"2003","Netral",0,"ðÿ"
"2004","Netral",0,"jos"
"2005","Netral",0,"ðÿðÿðÿðÿðÿ"
"2006","Positif",1,"aasinya  bagus  mudah  yg i  aasi bodong"
"2007","Netral",0,"ok"
"2008","Positif",1,"   ag ng unggul  bibit  aasi lainya   ya yg ng unggul  techical sut nya  jam yg    robot     aya atikan dg seksama bibit mohon respon ulasan  i   res"
"2009","Positif",1,"bermanfaat fidunya wa akhirot"
"2010","Positif",1," aja investasi coba   masuk  udah gak "
"2011","Netral",0,"oke"
"2012","Positif",1,"aangat bagus   wawasan dunia investasi nabung  lancar terkendali ðÿ"
"2013","Positif",1,"cocok bgt  la"
"2014","Positif",1,"semoga amanah"
"2015","Netral",0,"thank you for being me to save a money"
"2016","Netral",0,"mantaff"
"2017","Positif",1,"investasi termudah"
"2018","Positif",4,"aasinya bagus aman nyaman  resible keren ðÿš"
"2019","Positif",1,"     semoga  debisa diahankan  ditingkatkan"
"2020","Netral",0,"jemn"
"2021","Positif",2,"mudah dijari bintang  dl next bintang "
"2022","Netral",0,"mantap"
"2023","Positif",1,"es airannya  untung  investasi  benr  orang   berbelit"
"2024","Positif",1,"semoga aasi  bermanfaat   yanga  "
"2025","Positif",1,"aasi bagus sih cuman   transaksi    bilang bayaran  tambahkan   e walletnya  gokalau  ovodana   tambahkan"
"2026","Positif",1,"  bagus"
"2027","Netral",0,"mantawa"
"2028","Positif",1,"overall udah bagus interface   gunaanya mudah   ditambahin fiturnya  kaya elomn reksadana berdasarkan minya"
"2029","Negatif",-1," membantu aq  bingung  nabung tantm    belajar  investasi dkk nyesel sih gak dr dl tau"
"2030","Positif",2," kali beraniin invest  oke banget elasannya  garibet  bikin ketagihan deh kadang dashback  hehehe thank u bibit"
"2031","Positif",1,"bagus"
"2032","Positif",1," coba investasi dibibit  elian reksadana ga sammenit selesai coba menjual reksadana proses ualan  lamamulai jual dr tgl agustus berhasil terjual tanggal agustus  terjual msh nunggu uang dikirim kerekening   samsemingguðÿ  sarankan   menjual reksadana i bank bca   menjual kebank jago  nganbank iriman bank bca"
"2033","Netral",0,"cuan cuan"
"2034","Positif",1,"bagus aasinya"
"2035","Netral",0," error"
"2036","Negatif",-1,"aneh  isi data stak disitu trus  tolong  aiki makasih"
"2037","Positif",1,"aa menarik  memudahkan "
"2038","Netral",0,"mantappp"
"2039","Positif",1,"kanih  dark mode nya biar nyaman d mata"
"2040","Positif",3,"bagus sayang airan    aasi  maksimal airan     bibit   maksimal semoga  dielagi es airannya bintang   ya"
"2041","Positif",1,"kayaknya bagus mudah mudahan gk nipu"
"2042","Positif",2,"kasih mode gelang min"
"2043","Netral",0,"mayan"
"2044","Positif",1,"jual reksadana nya  banget"
"2045","Netral",0,"ok"
"2046","Netral",0,"pencairan dananya nya  "
"2047","Netral",0,"berat banget aasinya dibuka gak bisabisa tolong  aiki  klo gak diaiki  ku tarik  danaku  ku ahkan  aasi sebelah"
"2048","Positif",1,"lumayan  aasinya   kali  airan   datambahan  i kode referal uangtambah"
"2049","Netral",0," "
"2050","Negatif",-1,"sebenernya aasi nya udah bagus tantuk verifikasi eliandan airan  minimal ã jam  kalo  ya orang  badmood"
"2051","Negatif",-1,"aasi    buka  mode debug ga  d buka pdhl ngga dian tuh  kudu gimana"
"2052","Netral",0,"tonget dah taaya   m  menghasilkannya"
"2053","Netral",0,"asampah"
"2054","Netral",0,"aasi ani mending   yg  ani buangwktu sja udh  tf blummsuk"
"2055","Positif",1," bagus  menarik"
"2056","Netral",0," blom nyoba"
"2057","Positif",2," aasi investasi yg bagus  la    mendaftar jngn luunakan referal  bitjago       menabung walaunominalnya  elasanya  mudah dimi  detail  cs nya fast res interface nya sederhana ayaran nya mudah  cepat"
"2058","Netral",0,"oke sih"
"2059","Positif",1,"okey banget"
"2060","Netral",0,"seeeevest"
"2061","Netral",0,"very good so farðÿ"
"2062","Positif",2,"lumayan bagus  investasi "
"2063","Netral",0,"gak tau   ah invest taei nya bibit  anvest  bagusðÿ"
"2064","Positif",1,"aasi   bagus tamnnya gak ribet mudah  mengerti recomended banget"
"2065","Netral",0,"ok"
"2066","Netral",0,"makasih  yanan nya"
"2067","Negatif",-1," kecewa nih  bibit reksadana instant redemnnya  butuh     cair  dijual beda  tetangga  dananya cair  hitungan detik   butuh dana   ualan kecewa dah "
"2068","Positif",1," bagus"
"2069","Negatif",-1," kasih bintang    kecewa kenaku rekening     ganti   berkalikali  masukkan  rekening taelalu gagal   lihat ditotur  youtube"
"2070","Positif",2,"bagus  han rd nggak   baeksa pakai kode referal uirsusg biar  untung"
"2071","Positif",1,"seinya bagus"
"2072","Positif",1," bagus"
"2073","Positif",1,"invest nyaman rikan mudah   variannya"
"2074","Netral",0,"belajar literasi keuangan  tek"
"2075","Negatif",-1,"pemula  belajar invest d bibit mohon bntuannya ya  masterðÿðÿðÿðÿ"
"2076","Netral",0," worth it belajar  investasi  aasi bibit  masukan kode referral goodmorning  mendaan cashback r  aasi bibit reksadana  semangaaatâºï"
"2077","Positif",1,"ga rekomendasi uknya  yg bikin loss dah berbulan"
"2078","Positif",1,"  beberaali mencoba menghubungkan akun jago  bibittaaat  menuliskan tanda tangan sayaselalu gagal  gunaan  ditemukan"
"2079","Negatif",-1,"suka nge hang"
"2080","Netral",0,"nice"
"2081","Netral",0,"mantap"
"2082","Netral",0,"coba "
"2083","Netral",0,"bagussangat membantu  investasi  la"
"2084","Netral",0,"ok"
"2085","Netral",0,"simdulu"
"2086","Netral",0,"mantap"
"2087","Negatif",-5,"kelemahan bibti   es air an lambat    kelar lelar   air an kemunkinan   member inves  yg kecewa  air an   "
"2088","Netral",0,"setiartama kali buka aasi loading nya berat banget   asalahan nya   server   mum"
"2089","Netral",0," diselesaikan  "
"2090","Positif",2,"koreksi min tolong  es transaksi nya  lamaâ min  udah nunggu minggu  rikan   masukâ nih gimana sih selebihnya mah bagus sih"
"2091","Netral",0,"asik"
"2092","Netral",0,"aasi nya mantacor   yg  daftar masukin kode referal  kikikurniawan  cash back k "
"2093","Netral",0,"syukaaaâïâï"
"2094","Netral",0,"baguus  la nih mantep"
"2095","Netral",0,"naiiiceee"
"2096","Netral",0,"good"
"2097","Positif",1,"bagus gam   narik uangnya terimakasih"
"2098","Positif",1,"rikan uangnya  banget asli   rikan  ribu masuknya   aja l udah  cashback ga  ngan  ku kmn "
"2099","Positif",1,"mantan keren"
"2100","Positif",1,"hebat"
"2101","Netral",0,"good job"
"2102","Netral",0,"very good"
"2103","Netral",0,"bzlhlv siaau   "
"2104","Netral",0,"semoga cairin"
"2105","Netral",0," membantu  la"
"2106","Netral",0,"tolong adain to via indomaretalfamart"
"2107","Netral",0,"pake kode refferal  bergelimangcashback   cashback  k  aasi bibit  elian amamu i robo advisor"
"2108","Negatif",-2,"pk  kali airan nya orang udah mati deluan orang  butuh uang nya ajing "
"2109","Positif",1,"bagus  berkembang"
"2110","Netral",0," kode refferal marinabungez   dacashback  r"
"2111","Netral",0," cobah"
"2112","Netral",0,"   membuka aasi"
"2113","Netral",0,"mantap"
"2114","Positif",1,"ayo   daftar   dacashback r  masukan kode referell   z  lumayan loo ayo teman"
"2115","Netral",0,"  bagus taasih  bug  hya android     her   bug  mode mode gelagian atasnya  h   baca  merek melek   silau kalo  tolong  fix  yaa  warna hitam  hijau khas aasi bibit gituðÿðÿ"
"2116","Netral",0,"investasi ter the best"
"2117","Netral",0,"tolong  e akun nya"
"2118","Negatif",-2,"weh beneran aasi  menjadikan w  rajin menabung  sistem rikan uangnya      a halangan   menunggu   ga kayak bankcelengan   en ambil ya detik   daan  aasi  jos agi bikin w  melek atu investasi jangka ang"
"2119","Netral",0,"good"
"2120","Positif",1,"aasinya lumayan bgus sngt membantu"
"2121","Netral",0,"dr abung d bank mnding d sni bgt"
"2122","Netral",0,"mante taurang  nya mah"
"2123","Netral",0,"good"
"2124","Netral",0,"jos gandos kotos  kotos "
"2125","Netral",0,"ok"
"2126","Netral",0,"loading nya  om mohon  aiki "
"2127","Netral",0,""
"2128","Positif",3,"aasi setan uang masuk cetlo   banget gk   tarik langsungeh udah beberaari giliran udah   jual eh  jualnya gk  instan nunggu  beberaari    menguntungkan   org en emosi ajakelihatan bgt kalo sahaan kelas teri "
"2129","Netral",0,"ihsg  rebound  ribu taorto reksadana saham  merah aja     bibit yg rekomen  rdpunya aja"
"2130","Positif",1,"cs ramah   teratasi recommended ðÿªðÿ"
"2131","Negatif",-1,"semoga berkah ya kak usaha nya bibit  membantu    investasi la"
"2132","Negatif",-3,"  nambahin akun bank ts verifikasi wajah     foto wajah udah dinyatakan gagal case closed"
"2133","Netral",0,"suka   login  gak  tolong diaiki"
"2134","Negatif",-4," dana darurat   esnya   kerja   elian    kerja oenarikan  darurat   kerja   r kalo  darurat  ekarna kebutuhan orang beragam haaja ram   kecewa"
"2135","Positif",3,"keren sih bermanfaat banget"
"2136","Negatif",-1,"lemot"
"2137","Netral",0,"paraaahh airan saldo x nunggu ama nunggu samax minggu yg  minggu  tolong et   urgeentttttt "
"2138","Netral",0,"gak  alaman  "
"2139","Netral",0,"cairin uang susah  gak cair kecewa banget  bibit tiati yg "
"2140","Positif",2,"aasi nya knok  berat   masuk loadingnya  mohon  aiki kedeya terima kasih"
"2141","Positif",1,"pengalaman make bibit udh    tanendala nabung   umbuhan     f income cocok nih    en ngembangin dana iun btw nitide reff rafifra      gabung   k cashback     gunain  elian uk reksadana   k"
"2142","Netral",0," membantu ðÿž"
"2143","Positif",2,"  fitur  menyediakan langsung masuk  e walletbank adi alhasil  cairkan  akun bank jagogodulu   transfer  beda bank"
"2144","Netral",0,"mudah   ðÿðÿðÿž"
"2145","Positif",3," cocok  investasi  kemam dana  minim"
"2146","Netral",0,"cukugus"
"2147","Positif",1,"kenaiba    diakses aasinya"
"2148","Positif",3," ojk  mudah  memilih sahamobligasi  tanam duit  ramah kantong  nabung cocok banget"
"2149","Netral",0,"baguss"
"2150","Negatif",-1,"ribet"
"2151","Positif",2,"aasi nyaa bagus   sayang  airannya  "
"2152","Netral",0,"good jobs"
"2153","Netral",0,"kode cashback anterin"
"2154","Positif",1," bagus  la   investasi saham dll   mudah   asistantnya"
"2155","Netral",0,"aasinya bener ngebantu   namanya belajar nabung  investasi cs nya  fast res gak nyesel i bibit âïðÿðÿ"
"2156","Netral",0,"âïâï"
"2157","Netral",0,"ooouh"
"2158","Netral",0,"mantapp"
"2159","Positif",2,"terbaik dn bermanfaat"
"2160","Netral",0," berguna   rajin menabung"
"2161","Netral",0,"aasinya  membantu  mudah   jari  investor la  luuga    daftar disarankan  kode referal oknanam   dacashback k    daftar  kode referal  dacashback k semangat  investor ðÿª"
"2162","Netral",0," kedeya semoga  ah    aasi bibit"
"2163","Positif",6,"tdk  buka aasi sdh coba uninstal  instal  tetek  dibuka sdh berkali kali hubungi cs tdk berhasil jugakendala  to tdk  gimana nasib dana   "
"2164","Positif",1,"aasinya bagus tada kekurangan tolong  ayaran via saldo dana  tambahkan investasi saham min "
"2165","Netral",0,"bibit investasi is the best good"
"2166","Netral",0,""
"2167","Netral",0,"  management keuangan"
"2168","Negatif",-1," dacashback   kaga gua dah ngelakui  yaratan aeni buangâ "
"2169","Netral",0,"good"
"2170","Positif",2,"aasi yg keren  bermanfaat"
"2171","Netral",0,"investasi mudah  tanibet sibit"
"2172","Netral",0,"ok"
"2173","Netral",0,"aasinya  membantu"
"2174","Positif",1,"cukugus tantuk rikan lumayan lamaa"
"2175","Netral",0,""
"2176","Positif",1,"bagus"
"2177","Positif",2,"aasi investasi simcocok banget  anak muda   investasi la oh iya   dacashback rb  memasukkan kode referral  desnadsaat mendaftar kuy investasi"
"2178","Netral",0,"mantapss"
"2179","Positif",2,"tolong  tambahin  narik saldo  aana ovo gosaya butuh banget   a atm mohon tambahin fitur "
"2180","Positif",1," keren  membantu  investor la"
